Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly
TRX-6BFF4DDE,2025-11-14,Makassar Port,North Jimstad,Cargo Bicycle,Urban Last Mile,7.6,21.8,Normal,0.0,1
TRX-53D382F0,2025-03-30,Surabaya Warehouse,Kathleentown,Motorcycle (Courier),Inter-District,31.2,5.2,Normal,2.745,0
TRX-47A86369,2025-10-04,Medan Distribution,East Monica,Electric Van (EV),Mixed Route,118.3,15.4,Normal,5.77,1
TRX-E8DD4F3F,2025-04-30,Semarang Depot,East Brandon,Electric Van (EV),Mixed Route,111.6,25.2,High,5.956,1
TRX-03B8C0F8,2025-01-14,Medan Distribution,South Claudiaberg,Diesel Van (Euro 4),Mixed Route,74.9,15.9,High,25.525,0
TRX-F00C4487,2025-02-02,Bandung Hub,Cohenport,Diesel Van (Euro 6),Mixed Route,126.4,2.9,Low,20.043,0
TRX-8D646F14,2025-12-11,Jakarta Fulfillment Center,Abbottfort,Electric Van (EV),Mixed Route,49.3,20.0,Normal,2.294,1
TRX-D02215EE,2025-08-05,Jakarta Fulfillment Center,Evelynview,Heavy Truck,Inter-City,235.5,1901.5,High,251.108,0
TRX-EE0F521F,2025-02-17,Surabaya Warehouse,Samanthamouth,Electric Van (EV),Mixed Route,149.8,1.0,High,7.813,1
TRX-363C0BBC,2025-11-10,Makassar Port,South Mark,Cargo Bicycle,Urban Last Mile,9.1,1.6,Severe Congestion,0.0,1
TRX-6B64BA28,2025-01-18,Medan Distribution,Lake Nicoleside,Diesel Van (Euro 4),Mixed Route,25.5,15.3,Low,6.834,0
TRX-E8643F7F,2025-11-14,Medan Distribution,Tonyton,Motorcycle (Courier),Inter-District,13.1,3.1,Low,0.943,0
TRX-9C08C4BA,2025-01-18,Jakarta Fulfillment Center,Brandiview,Diesel Van (Euro 4),Mixed Route,30.7,12.4,Normal,9.021,0
TRX-994F5786,2025-11-23,Makassar Port,Port Josephhaven,Cargo Bicycle,Urban Last Mile,12.4,29.8,Normal,0.0,1
TRX-3A57E02D,2025-04-12,Medan Distribution,Toddland,Cargo Bicycle,Urban Last Mile,6.8,23.9,Normal,0.0,1
TRX-AE77100B,2025-10-30,Medan Distribution,North Gabrielleland,Diesel Van (Euro 4),Mixed Route,133.3,13.9,Low,32.684,0
TRX-5A67AE46,2025-11-19,Medan Distribution,Caitlynburgh,Cargo Bicycle,Urban Last Mile,4.7,8.4,Normal,0.0,1
TRX-1CE8353B,2025-04-05,Bandung Hub,East Cassandra,Electric Van (EV),Mixed Route,70.3,24.5,Severe Congestion,3.889,1
TRX-05E6B2B0,2025-03-26,Semarang Depot,West Charlotteview,Drone Delivery,Urban Last Mile,4.2,9.2,Low,0.028,1
TRX-8CA98150,2025-12-03,Jakarta Fulfillment Center,North Stacy,Diesel Van (Euro 4),Mixed Route,124.6,9.5,Low,31.973,0
TRX-3A2A67E3,2025-05-26,Jakarta Fulfillment Center,East Dana,Drone Delivery,Urban Last Mile,3.5,25.6,Normal,0.036,1
TRX-102023D8,2025-07-27,Medan Distribution,New Bianca,Cargo Bicycle,Urban Last Mile,6.1,17.8,Low,0.0,1
TRX-3F407742,2025-02-03,Semarang Depot,New Douglas,Electric Van (EV),Mixed Route,117.1,24.3,Normal,5.914,1
TRX-74D0855B,2025-07-06,Jakarta Fulfillment Center,Charlesborough,Motorcycle (Courier),Inter-District,11.8,21.5,High,1.515,0
TRX-45868A81,2025-12-07,Surabaya Warehouse,Jonathanmouth,Motorcycle (Courier),Inter-District,26.3,14.9,Normal,2.423,0
TRX-9C183A13,2025-07-29,Jakarta Fulfillment Center,Montgomerytown,Electric Van (EV),Mixed Route,120.8,23.6,Normal,6.676,1
TRX-72F1113E,2025-12-15,Medan Distribution,Samanthamouth,Electric Van (EV),Mixed Route,116.7,7.6,Normal,5.987,1
TRX-F1504B49,2025-07-20,Surabaya Warehouse,Gonzalesmouth,Electric Van (EV),Mixed Route,105.3,21.7,High,5.517,1
TRX-775EC329,2025-04-17,Medan Distribution,Elizabethtown,Motorcycle (Courier),Inter-District,14.9,28.4,High,1.92,0
TRX-B4D2EDB9,2025-01-19,Surabaya Warehouse,Taraville,Diesel Van (Euro 4),Mixed Route,55.0,17.5,High,19.662,0
TRX-07FF160F,2025-11-02,Surabaya Warehouse,Port Amberton,Diesel Van (Euro 4),Mixed Route,113.7,15.3,Low,26.531,0
TRX-47919A5C,2025-04-16,Jakarta Fulfillment Center,New Thomasmouth,Heavy Truck,Inter-City,601.3,1765.5,High,746.96,0
TRX-D2E24A33,2025-11-27,Semarang Depot,Stephaniefort,Drone Delivery,Urban Last Mile,10.1,20.2,Low,0.092,1
TRX-A640ADB1,2025-10-24,Jakarta Fulfillment Center,Troystad,Electric Van (EV),Mixed Route,129.6,27.1,High,7.256,1
TRX-2C7699F5,2025-04-15,Surabaya Warehouse,Lindaland,Diesel Van (Euro 6),Mixed Route,148.2,26.6,Low,26.244,0
TRX-F9F3296B,2025-08-25,Semarang Depot,West Gregory,Drone Delivery,Urban Last Mile,9.4,3.2,High,0.056,1
TRX-C1955919,2025-03-01,Medan Distribution,North Danielside,Motorcycle (Courier),Inter-District,17.8,27.6,Normal,1.974,0
TRX-A1F8BC8D,2025-02-06,Jakarta Fulfillment Center,New Austinburgh,Motorcycle (Courier),Inter-District,18.1,16.4,Normal,1.75,0
TRX-7CD1689D,2025-03-25,Semarang Depot,South Amy,Heavy Truck,Inter-City,267.8,1825.7,High,282.534,0
TRX-F910CA81,2025-09-09,Jakarta Fulfillment Center,Scottchester,Diesel Van (Euro 6),Mixed Route,63.4,23.8,Normal,11.054,0
TRX-607C2D23,2025-10-10,Surabaya Warehouse,Lake Jeffstad,Diesel Van (Euro 4),Mixed Route,140.4,21.4,Normal,37.562,0
TRX-502962CD,2025-07-10,Surabaya Warehouse,New David,Diesel Van (Euro 4),Mixed Route,27.1,18.4,Low,7.35,0
TRX-EC104D40,2025-07-11,Makassar Port,East Michael,Drone Delivery,Urban Last Mile,11.9,19.0,Normal,0.103,1
TRX-A8885B33,2025-07-26,Makassar Port,Michaelborough,Electric Van (EV),Mixed Route,35.3,14.8,High,2.06,1
TRX-6D07231D,2025-07-24,Semarang Depot,Cynthiachester,Cargo Bicycle,Urban Last Mile,5.9,6.5,Low,0.0,1
TRX-98A2524E,2025-01-31,Jakarta Fulfillment Center,Greenside,Electric Van (EV),Mixed Route,86.6,7.3,Normal,4.316,1
TRX-C42B4FD1,2025-08-04,Semarang Depot,Carrville,Diesel Van (Euro 4),Mixed Route,113.7,8.4,High,40.288,0
TRX-03A5DA71,2025-01-22,Semarang Depot,Simpsonland,Electric Van (EV),Mixed Route,25.4,24.0,High,1.298,1
TRX-F412D1E4,2025-07-15,Medan Distribution,West Kennethview,Drone Delivery,Urban Last Mile,3.0,14.0,Low,0.022,1
TRX-9E382F2A,2025-07-29,Surabaya Warehouse,Timothystad,Cargo Bicycle,Urban Last Mile,8.1,3.7,High,0.0,1
TRX-7D0C7A4C,2025-01-19,Makassar Port,South Randall,Motorcycle (Courier),Inter-District,6.0,24.1,High,0.838,0
TRX-B776CCF7,2025-08-13,Medan Distribution,Hickmanmouth,Heavy Truck,Inter-City,565.0,2310.3,High,684.903,0
TRX-CF4482B4,2025-04-18,Bandung Hub,Port Katherinechester,Electric Van (EV),Mixed Route,67.5,8.5,Severe Congestion,4.09,1
TRX-EBC5C791,2025-03-11,Makassar Port,New Jenniferchester,Cargo Bicycle,Urban Last Mile,14.6,21.3,Normal,0.0,1
TRX-D7D72544,2025-04-19,Surabaya Warehouse,Markbury,Motorcycle (Courier),Inter-District,6.6,19.0,Normal,0.681,0
TRX-F84CBAE1,2025-07-01,Makassar Port,Bowmanland,Electric Van (EV),Mixed Route,14.7,14.1,Normal,0.749,1
TRX-10840F71,2025-01-19,Bandung Hub,Stuartfurt,Heavy Truck,Inter-City,710.8,4690.8,Low,596.481,0
TRX-3E2393A6,2025-06-11,Surabaya Warehouse,Lake Toni,Diesel Van (Euro 4),Mixed Route,46.7,13.2,Severe Congestion,19.657,0
TRX-8A569109,2025-06-08,Makassar Port,Brittanychester,Drone Delivery,Urban Last Mile,4.5,11.3,Normal,0.033,1
TRX-D9D2C5D1,2025-08-27,Bandung Hub,Riggsview,Motorcycle (Courier),Inter-District,31.7,4.5,Low,2.562,0
TRX-B34576A6,2025-07-17,Bandung Hub,Brittanyhaven,Heavy Truck,Inter-City,664.9,3790.3,Normal,664.997,0
TRX-FA4D6A3C,2025-08-22,Jakarta Fulfillment Center,Matthewfort,Heavy Truck,Inter-City,208.2,726.6,Normal,180.337,0
TRX-4FBE0640,2025-02-13,Makassar Port,Port Nicholasfort,Cargo Bicycle,Urban Last Mile,12.1,15.6,High,0.0,1
TRX-557E49E8,2025-08-13,Makassar Port,Smithview,Electric Van (EV),Mixed Route,140.7,0.7,High,6.71,1
TRX-321A2719,2025-06-10,Makassar Port,Port Gabriel,Cargo Bicycle,Urban Last Mile,10.6,10.6,Normal,0.0,1
TRX-0157A50E,2025-01-04,Surabaya Warehouse,Janetshire,Heavy Truck,Inter-City,610.6,3418.4,High,827.904,0
TRX-9601AAE2,2025-04-18,Medan Distribution,Port Richard,Cargo Bicycle,Urban Last Mile,10.5,22.8,Low,0.0,1
TRX-55DA0728,2025-07-30,Semarang Depot,Whitneyside,Heavy Truck,Inter-City,595.2,4088.1,Low,506.353,0
TRX-3457C438,2025-10-28,Jakarta Fulfillment Center,Williammouth,Diesel Van (Euro 6),Mixed Route,64.3,29.4,Normal,12.584,0
TRX-4B6F4467,2025-07-23,Bandung Hub,New Grace,Cargo Bicycle,Urban Last Mile,5.3,22.5,Low,0.0,1
TRX-3B1E258B,2025-01-07,Surabaya Warehouse,Guzmanview,Motorcycle (Courier),Inter-District,13.7,10.0,Normal,1.455,0
TRX-2BB5FAEE,2025-03-18,Jakarta Fulfillment Center,North Bradleystad,Diesel Van (Euro 6),Mixed Route,105.9,20.2,Normal,19.905,0
TRX-45D74560,2025-02-15,Semarang Depot,Sharonside,Electric Van (EV),Mixed Route,10.1,29.6,High,0.498,1
TRX-B2BC950E,2025-06-04,Medan Distribution,West Dawn,Diesel Van (Euro 6),Mixed Route,79.7,28.7,Normal,14.679,0
TRX-D9BEDC55,2025-09-10,Medan Distribution,Valentinefort,Diesel Van (Euro 6),Mixed Route,117.6,23.6,High,29.292,0
TRX-D9893D6C,2025-05-15,Surabaya Warehouse,Salazarview,Drone Delivery,Urban Last Mile,5.9,14.1,High,0.048,1
TRX-21393CEF,2025-07-09,Makassar Port,East Richardmouth,Motorcycle (Courier),Inter-District,28.8,19.8,Severe Congestion,4.908,0
TRX-96CB80AE,2025-06-09,Makassar Port,New Brettshire,Cargo Bicycle,Urban Last Mile,8.6,4.0,Severe Congestion,0.0,1
TRX-A216B084,2025-01-06,Makassar Port,Edwardhaven,Heavy Truck,Inter-City,194.5,2233.9,High,212.303,0
TRX-3C7BC7E9,2025-12-20,Semarang Depot,New Kristenton,Diesel Van (Euro 4),Mixed Route,108.8,16.1,Normal,31.297,0
TRX-B882F790,2025-11-21,Bandung Hub,New Amber,Drone Delivery,Urban Last Mile,13.5,9.3,Normal,0.097,1
TRX-B587ABA0,2025-07-19,Makassar Port,Markstad,Drone Delivery,Urban Last Mile,7.7,3.0,Normal,0.046,1
TRX-9EC1BBB8,2025-04-24,Medan Distribution,East William,Diesel Van (Euro 6),Mixed Route,133.8,13.3,Normal,23.671,0
TRX-CB43C163,2025-07-23,Semarang Depot,Lake Allison,Heavy Truck,Inter-City,130.0,4398.0,Normal,118.866,0
TRX-43167839,2025-07-12,Bandung Hub,South Kevinport,Cargo Bicycle,Urban Last Mile,14.0,19.3,Normal,0.0,1
TRX-E7F59D33,2025-07-12,Medan Distribution,Haleybury,Diesel Van (Euro 4),Mixed Route,132.8,18.4,Normal,38.688,0
TRX-4696298D,2025-07-28,Jakarta Fulfillment Center,South Sherryhaven,Electric Van (EV),Mixed Route,27.6,16.6,Normal,1.471,1
TRX-7B34364C,2025-12-26,Medan Distribution,Scottside,Heavy Truck,Inter-City,135.9,2618.4,Normal,113.085,0
TRX-ED4558ED,2025-11-20,Makassar Port,New Kristinatown,Diesel Van (Euro 4),Mixed Route,124.2,12.5,High,46.738,0
TRX-3F014616,2025-03-15,Jakarta Fulfillment Center,Edwardland,Cargo Bicycle,Urban Last Mile,6.5,6.2,Severe Congestion,0.0,1
TRX-801DC0F6,2025-10-25,Medan Distribution,East Patricia,Electric Van (EV),Mixed Route,137.0,5.9,Normal,6.571,1
TRX-0D29D1DE,2025-01-21,Medan Distribution,Alishashire,Heavy Truck,Inter-City,337.9,2098.2,Normal,325.101,0
TRX-BC2E0F83,2025-05-25,Jakarta Fulfillment Center,East Logan,Cargo Bicycle,Urban Last Mile,9.2,27.9,Low,0.0,1
TRX-7B4AB463,2025-02-25,Bandung Hub,Port John,Diesel Van (Euro 4),Mixed Route,28.3,25.5,High,10.323,0
TRX-57BF1AE7,2025-09-26,Bandung Hub,East Dennishaven,Diesel Van (Euro 6),Mixed Route,18.1,23.3,Normal,3.445,0
TRX-D0B8E5CA,2025-07-08,Semarang Depot,Lake Dawn,Drone Delivery,Urban Last Mile,2.0,19.2,Normal,0.017,1
TRX-AFF4E915,2025-02-10,Semarang Depot,Chaneyton,Motorcycle (Courier),Inter-District,8.7,24.0,Normal,0.858,0
TRX-9FC11297,2025-04-17,Semarang Depot,Jeremiahshire,Electric Van (EV),Mixed Route,72.8,15.5,Normal,3.889,1
TRX-F411BC78,2025-02-26,Medan Distribution,Shaunstad,Electric Van (EV),Mixed Route,85.4,13.2,Severe Congestion,4.973,1
TRX-D6B22142,2025-05-20,Surabaya Warehouse,Carolynville,Heavy Truck,Inter-City,339.0,3654.3,High,350.999,0
TRX-085855E2,2025-12-14,Surabaya Warehouse,Williamville,Electric Van (EV),Mixed Route,93.5,17.2,Low,4.569,1
TRX-7D998424,2025-10-17,Makassar Port,Atkinsburgh,Drone Delivery,Urban Last Mile,14.9,16.3,High,0.127,1
TRX-E2F8FFCA,2025-07-07,Makassar Port,Stonetown,Diesel Van (Euro 6),Mixed Route,87.3,21.4,Severe Congestion,28.332,0
TRX-051C5980,2025-08-23,Jakarta Fulfillment Center,Matthewshire,Electric Van (EV),Mixed Route,31.3,12.5,Low,1.553,1
TRX-A3DC6412,2025-03-31,Jakarta Fulfillment Center,Howardshire,Diesel Van (Euro 6),Mixed Route,138.4,1.6,Normal,25.731,0
TRX-61251490,2025-07-01,Surabaya Warehouse,North Kurt,Cargo Bicycle,Urban Last Mile,11.1,4.4,Severe Congestion,0.0,1
TRX-87A62BCD,2025-02-02,Makassar Port,Leeburgh,Diesel Van (Euro 4),Mixed Route,11.3,29.1,Severe Congestion,4.853,0
TRX-36C5E57B,2025-10-03,Makassar Port,South Edward,Drone Delivery,Urban Last Mile,9.8,19.7,Normal,0.09,1
TRX-450EBBFE,2025-08-08,Bandung Hub,Ericberg,Diesel Van (Euro 4),Mixed Route,114.9,19.7,Low,27.605,0
TRX-E145485D,2025-12-05,Medan Distribution,North Jameshaven,Drone Delivery,Urban Last Mile,3.5,27.1,High,0.04,1
TRX-BCF8C792,2025-12-06,Medan Distribution,Lake Joseph,Electric Van (EV),Mixed Route,101.5,4.4,Normal,4.89,1
TRX-28048DD3,2025-09-23,Jakarta Fulfillment Center,West Debbieton,Cargo Bicycle,Urban Last Mile,4.3,29.0,Low,0.0,1
TRX-A00F9487,2025-05-16,Bandung Hub,South Kevin,Cargo Bicycle,Urban Last Mile,14.8,8.5,Normal,0.0,1
TRX-0F85A3FF,2025-12-29,Bandung Hub,Christopherville,Motorcycle (Courier),Inter-District,39.4,29.9,Low,3.704,0
TRX-E360DECD,2025-07-18,Bandung Hub,Jamiehaven,Electric Van (EV),Mixed Route,56.3,7.2,High,3.014,1
TRX-3B93828D,2025-05-20,Semarang Depot,East Michaelberg,Cargo Bicycle,Urban Last Mile,14.4,8.1,Normal,0.0,1
TRX-F3517099,2025-03-31,Bandung Hub,Lake Antonioton,Drone Delivery,Urban Last Mile,13.0,23.4,Normal,0.125,1
TRX-F9609CB6,2025-07-13,Medan Distribution,North Timothyview,Electric Van (EV),Mixed Route,24.6,7.4,High,1.266,1
TRX-685482A7,2025-01-31,Makassar Port,Lake Allen,Heavy Truck,Inter-City,118.9,1339.2,Low,93.41,0
TRX-BD530707,2025-07-18,Jakarta Fulfillment Center,West Lisaport,Diesel Van (Euro 6),Mixed Route,42.9,8.7,Normal,8.409,0
TRX-CDC16C9E,2025-01-21,Semarang Depot,Skinnerport,Motorcycle (Courier),Inter-District,28.9,24.7,Normal,3.265,0
TRX-B3769454,2025-08-04,Makassar Port,South Markside,Electric Van (EV),Mixed Route,88.5,23.5,High,5.011,1
TRX-E84AD34E,2025-11-20,Makassar Port,East Jessicafort,Diesel Van (Euro 6),Mixed Route,120.3,27.1,Low,21.099,0
TRX-8B309959,2025-03-09,Surabaya Warehouse,East Jenniferside,Diesel Van (Euro 4),Mixed Route,124.1,0.5,Normal,33.648,0
TRX-BC76D464,2025-10-17,Makassar Port,South Marymouth,Cargo Bicycle,Urban Last Mile,4.8,24.8,Normal,0.0,1
TRX-6EDDEBC2,2025-12-02,Semarang Depot,Port Christineburgh,Drone Delivery,Urban Last Mile,10.2,15.7,Normal,0.082,1
TRX-8CA0EF4B,2025-11-27,Jakarta Fulfillment Center,Mistymouth,Diesel Van (Euro 6),Mixed Route,29.9,14.4,Normal,5.396,0
TRX-560435C8,2025-09-12,Makassar Port,Jeffersonview,Diesel Van (Euro 6),Mixed Route,61.6,28.5,Normal,10.662,0
TRX-8EEE47AB,2025-03-30,Semarang Depot,East Carolynmouth,Diesel Van (Euro 6),Mixed Route,133.5,15.6,Normal,26.562,0
TRX-34EB2901,2025-10-21,Semarang Depot,Kennethfort,Motorcycle (Courier),Inter-District,9.3,13.2,Normal,0.835,0
TRX-C0FBA1C5,2025-12-05,Medan Distribution,Amyport,Heavy Truck,Inter-City,299.0,3269.5,Normal,265.444,0
TRX-5EA0A0AF,2025-03-30,Makassar Port,Eugenemouth,Motorcycle (Courier),Inter-District,39.5,8.7,Normal,4.015,0
TRX-E0C16395,2025-02-08,Makassar Port,Lake Jenniferview,Diesel Van (Euro 4),Mixed Route,80.6,8.7,Low,19.373,0
TRX-70AF8D71,2025-12-05,Semarang Depot,Jonesbury,Diesel Van (Euro 6),Mixed Route,85.9,22.9,High,21.217,0
TRX-A5F9DBD6,2025-11-11,Makassar Port,Obrienfurt,Diesel Van (Euro 4),Mixed Route,26.4,9.5,Low,6.135,0
TRX-69F434FC,2025-04-08,Bandung Hub,Bryanfort,Diesel Van (Euro 4),Mixed Route,82.5,10.0,Normal,22.711,0
TRX-5552E76D,2025-05-07,Bandung Hub,Carlosberg,Motorcycle (Courier),Inter-District,15.3,1.6,High,1.756,0
TRX-8350C652,2025-12-18,Makassar Port,Port Tammy,Electric Van (EV),Mixed Route,95.8,21.3,High,5.273,1
TRX-D75AD256,2025-12-31,Bandung Hub,East Matthewport,Diesel Van (Euro 4),Mixed Route,114.5,12.8,Low,29.446,0
TRX-AEB0EE16,2025-12-18,Jakarta Fulfillment Center,New Dana,Diesel Van (Euro 4),Mixed Route,68.0,26.5,Normal,19.459,0
TRX-ECBF2793,2025-09-19,Bandung Hub,Katrinaton,Diesel Van (Euro 4),Mixed Route,140.6,27.8,High,52.778,0
TRX-62753CF6,2025-01-22,Surabaya Warehouse,North Benjaminborough,Electric Van (EV),Mixed Route,108.1,7.6,High,5.494,1
TRX-E9CC4DA9,2025-05-29,Semarang Depot,Tiffanymouth,Heavy Truck,Inter-City,631.1,1310.3,Normal,546.489,0
TRX-8F19D28A,2025-02-01,Bandung Hub,Lisaberg,Diesel Van (Euro 4),Mixed Route,29.0,14.7,Low,7.108,0
TRX-59024690,2025-07-05,Medan Distribution,Andrewside,Drone Delivery,Urban Last Mile,2.0,12.9,High,0.017,1
TRX-A109657C,2025-11-29,Semarang Depot,Elizabethfurt,Cargo Bicycle,Urban Last Mile,11.8,24.1,Normal,0.0,1
TRX-D2B061F3,2025-04-06,Surabaya Warehouse,Patriciaberg,Drone Delivery,Urban Last Mile,8.9,6.4,Low,0.051,1
TRX-7181D15D,2025-11-10,Medan Distribution,North Tara,Motorcycle (Courier),Inter-District,34.5,11.7,Low,2.817,0
TRX-65384597,2025-11-14,Bandung Hub,Morrisside,Diesel Van (Euro 4),Mixed Route,71.9,12.7,Normal,20.923,0
TRX-159D30C9,2025-05-30,Bandung Hub,Cunninghamborough,Diesel Van (Euro 6),Mixed Route,76.6,6.7,Normal,14.788,0
TRX-84CCAE4D,2025-08-18,Bandung Hub,New Isaiahtown,Diesel Van (Euro 4),Mixed Route,101.8,19.8,High,38.469,0
TRX-35927D5E,2025-11-14,Jakarta Fulfillment Center,Sarahberg,Motorcycle (Courier),Inter-District,19.9,15.3,High,2.709,0
TRX-31762781,2025-06-12,Semarang Depot,Brendafurt,Cargo Bicycle,Urban Last Mile,4.3,1.8,Severe Congestion,0.0,1
TRX-27F187BC,2025-08-30,Surabaya Warehouse,New Katrinashire,Motorcycle (Courier),Inter-District,7.8,16.0,Severe Congestion,1.16,0
TRX-373651AA,2025-06-07,Semarang Depot,New Colleenburgh,Electric Van (EV),Mixed Route,14.7,5.5,Normal,0.726,1
TRX-685F123D,2025-01-18,Semarang Depot,Heidiberg,Electric Van (EV),Mixed Route,80.7,1.4,Normal,4.139,1
TRX-B984E216,2025-11-24,Bandung Hub,Hernandezburgh,Drone Delivery,Urban Last Mile,9.2,2.2,High,0.05,1
TRX-DF23DF9A,2025-04-15,Semarang Depot,Powersfurt,Electric Van (EV),Mixed Route,90.9,26.1,Normal,4.787,1
TRX-C40C6E3E,2025-10-02,Bandung Hub,Hernandezstad,Cargo Bicycle,Urban Last Mile,11.5,2.8,Normal,0.0,1
TRX-9DB4841D,2025-09-27,Semarang Depot,Lake Angelahaven,Diesel Van (Euro 4),Mixed Route,136.1,29.6,Low,34.69,0
TRX-E898555F,2025-08-10,Surabaya Warehouse,New Markmouth,Cargo Bicycle,Urban Last Mile,3.7,18.5,High,0.0,1
TRX-353F4987,2025-08-11,Medan Distribution,Williamsmouth,Heavy Truck,Inter-City,144.3,3427.8,Normal,131.483,0
TRX-57617CE0,2025-11-27,Bandung Hub,West Sarahstad,Diesel Van (Euro 6),Mixed Route,69.4,9.1,Severe Congestion,21.342,0
TRX-1FD041B6,2025-12-06,Surabaya Warehouse,West Edwardmouth,Cargo Bicycle,Urban Last Mile,2.7,2.5,Severe Congestion,0.0,1
TRX-D8620E13,2025-10-06,Makassar Port,Rebeccafort,Cargo Bicycle,Urban Last Mile,3.2,2.3,Severe Congestion,0.0,1
TRX-CD4EF2B2,2025-01-15,Bandung Hub,Amberburgh,Diesel Van (Euro 6),Mixed Route,79.7,12.4,Normal,16.108,0
TRX-74B647DC,2025-03-04,Surabaya Warehouse,Ethanport,Heavy Truck,Inter-City,214.6,1970.8,High,263.499,0
TRX-D4685382,2025-12-16,Medan Distribution,Lake Danatown,Heavy Truck,Inter-City,468.2,3630.5,High,558.652,0
TRX-73CC6003,2025-10-29,Surabaya Warehouse,South Andrew,Diesel Van (Euro 6),Mixed Route,53.6,14.8,Normal,10.203,0
TRX-1233E519,2025-06-22,Bandung Hub,Jimmyshire,Heavy Truck,Inter-City,360.0,4082.2,Low,306.784,0
TRX-C0E461AA,2025-09-24,Medan Distribution,North David,Heavy Truck,Inter-City,422.8,4370.3,Low,346.968,0
TRX-807C6C01,2025-09-19,Jakarta Fulfillment Center,Warechester,Electric Van (EV),Mixed Route,55.6,19.4,Low,2.642,1
TRX-F88B3E7F,2025-12-07,Surabaya Warehouse,Perezhaven,Motorcycle (Courier),Inter-District,38.8,2.8,Severe Congestion,5.607,0
TRX-1F470692,2025-02-17,Bandung Hub,Aliciashire,Diesel Van (Euro 6),Mixed Route,134.7,1.2,Normal,24.894,0
TRX-E539F304,2025-04-25,Makassar Port,South Karen,Electric Van (EV),Mixed Route,79.0,16.9,High,4.42,1
TRX-7B8326D0,2025-10-28,Surabaya Warehouse,North Ronald,Diesel Van (Euro 4),Mixed Route,19.8,7.2,Severe Congestion,8.272,0
TRX-B6E9480C,2025-10-18,Semarang Depot,North Joanne,Heavy Truck,Inter-City,484.3,2329.1,Low,370.321,0
TRX-DE01AFE0,2025-06-05,Semarang Depot,East David,Heavy Truck,Inter-City,292.3,4126.6,Normal,270.314,0
TRX-B1E28947,2025-12-12,Makassar Port,West Randy,Diesel Van (Euro 4),Mixed Route,131.1,24.1,Normal,36.813,0
TRX-642E6AF9,2025-05-22,Makassar Port,Port Meghanchester,Cargo Bicycle,Urban Last Mile,3.7,27.1,High,0.0,1
TRX-6F50F848,2025-03-20,Semarang Depot,Ronnieton,Diesel Van (Euro 4),Mixed Route,129.0,7.8,Normal,35.731,0
TRX-00495A04,2025-09-25,Surabaya Warehouse,Patriciaside,Drone Delivery,Urban Last Mile,5.4,2.5,High,0.031,1
TRX-FF5CBD95,2025-06-17,Semarang Depot,New Brian,Diesel Van (Euro 4),Mixed Route,107.4,2.1,Low,28.298,0
TRX-869B2C01,2025-03-03,Makassar Port,Schmidtborough,Motorcycle (Courier),Inter-District,17.6,27.0,Low,1.678,0
TRX-F8519D42,2025-12-17,Makassar Port,North Marcusport,Electric Van (EV),Mixed Route,71.8,6.9,Normal,3.851,1
TRX-DED3E3BF,2025-05-29,Makassar Port,West Matthewton,Heavy Truck,Inter-City,122.6,1948.1,Normal,114.475,0
TRX-861EB433,2025-05-16,Surabaya Warehouse,East Davidland,Electric Van (EV),Mixed Route,94.3,8.8,Severe Congestion,4.853,1
TRX-DBC29131,2025-04-05,Jakarta Fulfillment Center,Hornland,Motorcycle (Courier),Inter-District,13.0,24.9,Low,1.284,0
TRX-39054938,2025-06-16,Makassar Port,Kevinstad,Drone Delivery,Urban Last Mile,3.1,14.7,Normal,0.026,1
TRX-5A198639,2025-04-15,Bandung Hub,Darinberg,Motorcycle (Courier),Inter-District,17.1,23.9,High,2.221,0
TRX-9C5837CE,2025-06-17,Semarang Depot,Morrisfurt,Electric Van (EV),Mixed Route,138.7,22.9,Normal,7.329,1
TRX-D579A6B0,2025-01-13,Surabaya Warehouse,East Wesleyborough,Cargo Bicycle,Urban Last Mile,14.7,28.3,Low,0.0,1
TRX-538601C9,2025-07-30,Medan Distribution,Lake Jessicaton,Heavy Truck,Inter-City,303.7,1857.0,High,376.858,0
TRX-1D1C9D1B,2025-08-21,Jakarta Fulfillment Center,Hullview,Drone Delivery,Urban Last Mile,6.3,18.4,Normal,0.055,1
TRX-835518DD,2025-09-14,Medan Distribution,New Justinshire,Motorcycle (Courier),Inter-District,33.7,26.5,Low,2.965,0
TRX-72DCA83F,2025-12-08,Makassar Port,Zacharyton,Cargo Bicycle,Urban Last Mile,7.3,12.1,Normal,0.0,1
TRX-54FE7973,2025-05-15,Semarang Depot,South Gabriellehaven,Motorcycle (Courier),Inter-District,37.5,3.9,Low,3.148,0
TRX-E9038115,2025-07-09,Jakarta Fulfillment Center,West Christineton,Motorcycle (Courier),Inter-District,15.8,11.8,Normal,1.622,0
TRX-59A5EF98,2025-10-16,Bandung Hub,Anthonyshire,Drone Delivery,Urban Last Mile,4.6,23.0,Normal,0.041,1
TRX-9908A383,2025-01-28,Medan Distribution,Alexanderside,Drone Delivery,Urban Last Mile,5.2,5.2,High,0.034,1
TRX-E4A6FC3B,2025-07-02,Semarang Depot,Port Claudia,Drone Delivery,Urban Last Mile,4.2,18.8,High,0.037,1
